ACCOUNT_NO.,ACCOUNT_NAME,SCHEME_TYPE,CLS_BALANCE,AVG_CR_BALANCE,AVG_DR_BALANCE,INT_RATE,INT_EXPENSE,INT_INCOME,ACCT_OPEN_DATE _OPEN_EFFECTIVE_DATE,GL_SUB_HEAD_CODE,MATURITY_DATE,CRNCY,A/C_CLASSIFICATION,CR_INT_RATE,DR_INT_RATE,COUNTRY,INT_CODE,LAST_DAY_IN_DR_BAL,LAST_DAY_IN_DR_BAL.1,INT_PAY_FLAG,INT_COLL_FLAG,CUST_ID,OPENING_BAL.
USD50011210002,DUE FROM FRB - CLEARING NOSTRO,OAB,"-364,370,359.60",0,"364,370,359.60",0,0,0,7/1/2008,12100,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-364,370,359.60"
USD50011210003,DUE FROM FRB - CCOLL NON INT,OAB,"-360,000.00",0,"360,000.00",0,0,0,6/1/2021,12100,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-360,000.00"
USD50011213001,STANDARD CHARTERED BANK - NYB,OAB,"21,263,282.78","21,263,282.78",0,0,0,0,5/21/2009,12130,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"21,263,282.78"
USD50011265001,CERTICATE OF DEPOSITS - CED,OAB,"-30,000,000.00",0,"30,000,000.00",0,0,0,5/13/2011,12650,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-30,000,000.00"
USD50011272501,M M LENDING - FRGN. BANKS FRGN,OAB,"-20,000,000.00",0,"20,000,000.00",0,0,0,7/1/2008,12725,2022-07-09,USD,,0,0,NIGERIA,,7/5/2022,,N,N,,"-20,000,000.00"
USD50011492503,CUST DISC LIAB UBA/HO,OAB,"-3,999,944.42",0,"3,999,944.42",0,0,0,4/12/2022,14925,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-3,999,944.42"
USD50011601003,AIR LOANS - SOVEREIGN NON-US,OAB,"-401,292.30",0,"401,292.30",0,0,0,3/26/2020,16010,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-401,292.30"
USD50011614001,A/C RECVBL LC USD,OAB,"-25,815.55",0,"25,815.55",0,0,0,7/1/2008,16140,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-25,815.55"
USD50011614002,SUSP UNAP OTH  FIX-ASSET,OAB,"-58,824.57",0,"58,824.57",0,0,0,8/12/2008,18000,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-58,824.57"
USD50011614003,PREPAID EXPENSES NY,OAB,"-223,515.58",0,"223,515.58",0,0,0,9/30/2008,16140,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-223,515.58"
USD50011614004,SECURITY DEPOSITS,OAB,"-5,572.76",0,"5,572.76",0,0,0,11/25/2008,16140,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-5,572.76"
PAL50036131505,IE O/N SWEEPS - NY,OAB,-87.8,0,87.8,0,0,0,7/1/2008,61320,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,-87.8
PAL50036110013,IE TERM DEPOSITS CBN,OAB,"-438,068.61",0,"438,068.61",0,0,0,7/23/2008,61200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-438,068.61"
PAL50036110012,IE I/C GCI FUND.BY NYB+IBF,OAB,"-4,012,184.44",0,"4,012,184.44",0,0,0,7/1/2008,61315,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-4,012,184.44"
PAL50036110011,IE DEPOSITS+DDAS 3RD PTY,OAB,"-153,435.65",0,"153,435.65",0,0,0,7/1/2008,61100,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-153,435.65"
PAL50016960008,O.C.C. ASSESMENT FEES,OAB,"-50,171.88",0,"50,171.88",0,0,0,7/1/2008,65200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-50,171.88"
PAL50016960011,OTHER PROFESSIONAL FEES EXP,OAB,"-53,825.70",0,"53,825.70",0,0,0,7/1/2008,69600,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-53,825.70"
PAL50016960014,SERVICES CHARGES FEDERAL RESER,OAB,"-14,724.00",0,"14,724.00",0,0,0,7/1/2008,65100,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-14,724.00"
PAL50016960018,AUDIT FEES ACCRUED,OAB,"-221,009.26",0,"221,009.26",0,0,0,7/1/2008,69600,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-221,009.26"
PAL50016960094,SERVICE CHARGES - BANKS,OAB,"-6,286.78",0,"6,286.78",0,0,0,7/1/2008,65100,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-6,286.78"
PAL50016960095,SERVICE CHARGES - BANKS,OAB,"-28,446.27",0,"28,446.27",0,0,0,12/9/2021,65100,2022-07-09,EUR,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-28,446.27"
PAL50016960097,SERVICE CHARGES - BANKS,OAB,"-10,146.00",0,"10,146.00",0,0,0,12/9/2021,65100,2022-07-09,GBP,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-10,146.00"
USD50011614005,ACCOUNTS RECEIVABLE OTHERS,OAB,"-336,542.14",0,"336,542.14",0,0,0,11/30/2010,16140,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-336,542.14"
PAL50035101001,II LOAN TRADE FINANCE HO,OAB,"2,018,342.15","2,018,342.15",0,0,0,0,7/1/2008,51010,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"2,018,342.15"
PAL50035105029,II DISCOUNT BNKS ACCEPTANCE  G,OAB,"4,099.45","4,099.45",0,0,0,0,7/1/2008,51050,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"4,099.45"
PAL50035110001,II LOANS COMMERCIAL AND INDUST,OAB,"506,669.23","506,669.23",0,0,0,0,7/1/2008,51640,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"506,669.23"
PAL50035110005,II LOANS BANKS IN FGN COUNTRIE,OAB,"3,371,231.36","3,371,231.36",0,0,0,0,7/1/2008,51420,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"3,371,231.36"
PAL50035110009,I/I TRM LNS - ENEGCI,OAB,471.28,471.28,0,0,0,0,7/1/2008,51100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,471.28
PAL50035110042,II PLX TERM HO & SUBSDIARIES,OAB,"6,440,027.79","6,440,027.79",0,0,0,0,7/1/2008,51100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"6,440,027.79"
PAL50035110048,II LOANS BANKS FOREIGN COUNTRI,OAB,"135,655.84","135,655.84",0,0,0,0,7/1/2008,51100,2022-07-09,EUR,,0,0,UNITED STATES,,,7/5/2022,N,N,,"135,655.84"
PAL50035142001,GBP - II LOANS BANKS IN FGN CO,OAB,"1,416.91","1,416.91",0,0,0,0,12/21/2020,51420,2022-07-09,GBP,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,416.91"
PAL50035101502,II EURO BOND PURCHASED,OAB,"4,339,089.59","4,339,089.59",0,0,0,0,2/12/2021,51015,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"4,339,089.59"
USD50012508003,A/P NYS SALES & USE TAX,OAB,160.11,160.11,0,0,0,0,7/1/2008,25080,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,160.11
USD50011614101,H/O EXPENSES RECOVERY ACCOUNT,OAB,"-19,613.00",0,"19,613.00",0,0,0,7/1/2008,16141,2022-07-09,USD,,0,0,NIGERIA,,7/5/2022,,N,N,,"-19,613.00"
USD50011620001,INTEREST REC'BLE - INTER BANK-,OAB,"-55,354.95",0,"55,354.95",0,0,0,7/1/2008,16200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-55,354.95"
USD50011840050,30-ACC DEP COMP H/W,OAB,"170,162.23","170,162.23",0,0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"170,162.23"
USD50011840051,40-ACC DEP AS/400,OAB,"5,958.92","5,958.92",0,0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"5,958.92"
USD50011840052,50-ACC DEP OS/400 SW,OAB,"7,969.77","7,969.77",0,0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"7,969.77"
USD50011840059,100-A/DEP PC-LAN,OAB,"112,276.81","112,276.81",0,0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"112,276.81"
USD50011840064,130-ACC/DEP P.C. NY,OAB,"38,724.87","38,724.87",0,0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"38,724.87"
USD50011840066,140-AC/DEP TELEPHONE,OAB,"54,293.36","54,293.36",0,0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"54,293.36"
USD50011840067,150-ACC/DEP ALARM,OAB,"35,812.89","35,812.89",0,0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"35,812.89"
USD50011850003,10 ACC/DEP FURNITNY,OAB,"85,250.30","85,250.30",0,0,0,0,7/1/2008,18500,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"85,250.30"
USD50011890001,89-SOFTWARE FOR CLOUD SERVER,OAB,"-2,121,723.78",0,"2,121,723.78",0,0,0,7/14/2017,18900,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-2,121,723.78"
USD50011890003,89-ACC/DEP CLOUD SERVER,OAB,"1,893,123.54","1,893,123.54",0,0,0,0,7/17/2017,18900,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"1,893,123.54"
USD50011911104,SPOT POSITION USD/EUR,OAB,"-57,636.87",0,"57,636.87",0,0,0,7/1/2008,19111,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-57,636.87"
USD50011911107,SPOT POSITION USD,OAB,"-8,128,156.97",0,"8,128,156.97",0,0,0,7/1/2008,19111,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-8,128,156.97"
USD50011911116,SPOT POSITION USD/GBP,OAB,"335,343.38","335,343.38",0,0,0,0,7/1/2008,19111,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"335,343.38"
USD50011931101,INTERSOL ACCOUNT,OAB,"-376,558,997.04",0,"376,558,997.04",0,0,0,7/1/2008,19311,2022-07-09,USD,,0,0,CYPRUS,,7/5/2022,,N,N,,"-376,558,997.04"
USD50011931104,INTERBRANCH SETTLNY,OAB,"125,288,271.46","125,288,271.46",0,0,0,0,7/1/2008,19311,2022-07-09,USD,,0,0,CYPRUS,,,7/5/2022,N,N,,"125,288,271.46"
USD50011840023,100A-A/DEP ACTIMIZE,OAB,"491,149.95","491,149.95",0,0,0,0,10/8/2020,18400,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"491,149.95"
USD50011840022,100A-ACTIMIZE,OAB,"-1,779,052.36",0,"1,779,052.36",0,0,0,10/8/2020,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-1,779,052.36"
USD50011840020,175 LSEHLD IMP R/NY,OAB,"-1,288,673.37",0,"1,288,673.37",0,0,0,7/1/2008,18100,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-1,288,673.37"
USD50011840019,10 FURNITURE BNK,OAB,"-640,429.80",0,"640,429.80",0,0,0,7/1/2008,18500,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-640,429.80"
USD50011620004,INTEREST REC'BLE - INTER BANK-,OAB,"-80,250.00",0,"80,250.00",0,0,0,7/1/2008,16200,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-80,250.00"
USD50011730018,DEFERRED PAYMENT LIABILITY,OAB,"-171,000.00",0,"171,000.00",0,0,0,4/15/2021,17300,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-171,000.00"
USD50011810002,175 ACC DEP LSEHLD,OAB,"994,676.33","994,676.33",0,0,0,0,7/1/2008,18100,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"994,676.33"
USD50011830001,20 EQUIPMENT BNK,OAB,"-44,767.16",0,"44,767.16",0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-44,767.16"
USD50011830002,150 ALARM SYSTEMS,OAB,"-35,812.89",0,"35,812.89",0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-35,812.89"
USD50011830004,30 COMPUTER HARDW,OAB,"-252,907.61",0,"252,907.61",0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-252,907.61"
USD50011830005,20 ACC/DEP EQUIPMENT,OAB,"30,777.42","30,777.42",0,0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"30,777.42"
USD50011614102,A/R SLA FEE INC.ON NY FROM GCI,OAB,"-2,053,719.13",0,"2,053,719.13",0,0,0,7/1/2008,16152,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-2,053,719.13"
USD50011830006,60-ACC DEP SWIFT EQ,OAB,"4,328.14","4,328.14",0,0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"4,328.14"
USD50011840001,60-SWIFT EQUIPMENT,OAB,"-4,328.14",0,"4,328.14",0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-4,328.14"
USD50011840004,40 AS/400 COMPUTR,OAB,"-9,152.70",0,"9,152.70",0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-9,152.70"
USD50011840007,120 VOICE RECORD,OAB,"-76,818.91",0,"76,818.91",0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-76,818.91"
USD50011840008,50 OS/400 SOFTWRE,OAB,"-8,772.65",0,"8,772.65",0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-8,772.65"
USD50011840010,140 TELEPHONE SYS,OAB,"-425,798.59",0,"425,798.59",0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-425,798.59"
USD50011840011,130 PERSONAL COMP,OAB,"-87,192.15",0,"87,192.15",0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-87,192.15"
USD50011840012,100 PC/LAN S/WARE,OAB,"-132,086.36",0,"132,086.36",0,0,0,7/1/2008,18400,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-132,086.36"
USD50011830008,120-A/DEP VOICE REC,OAB,"76,818.91","76,818.91",0,0,0,0,7/1/2008,18300,2022-07-09,USD,,0,0,UNITED STATES,,,7/5/2022,N,N,,"76,818.91"
PAL50016960003,COMPLIANCE SERVICES,OAB,"-381,287.20",0,"381,287.20",0,0,0,7/1/2008,65050,2022-07-09,USD,,0,0,UNITED STATES,,7/5/2022,,N,N,,"-381,287.20"
                                                                                            ******************************END OF REPORT*******************,,,,,,,,,,,2022-07-09,,,,,,,,,,,,
50010500003322,ACCESS MICROFINANCE BANK TANZA,ODA,"4,407.95","4,407.95",0,0.01,0,0,10/29/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,TANZANIA,DDA1,,7/5/2022,Y,Y,C000000148,"4,407.95"
50010010004770,OMNIBSIC BANK GHANA LIMITED,ODA,"208,814.22","208,814.22",0,0.3,0,0,8/12/2021,21001,2022-07-09,EUR,Performing A/c,0,0,GHANA,DDA1,,7/5/2022,N,Y,C000000194,"208,814.22"
50010010004787,OMNIBSIC BANK GHANA LIMITED,ODA,"99,529.86","99,529.86",0,0.3,0,0,8/12/2021,21001,2022-07-09,GBP,Performing A/c,0,0,GHANA,DDA1,,7/5/2022,N,Y,C000000194,"99,529.86"
50017150003469,TITAN TRUST BANK LIMITED - TRA,ODA,"1,042,771.54","1,042,771.54",0,0.01,0,0,12/9/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000137,"1,042,771.54"
50017150003520,TAJBANK LIMITED PROFIT/CHARGE,ODA,"2,956.37","2,956.37",0,0.01,0,0,12/10/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000152,"2,956.37"
50010010004794,COMMERCE AND MORTGAGE BANK (SL,ODA,"10,058.19","10,058.19",0,0.3,0,0,8/12/2021,21001,2022-07-09,EUR,Performing A/c,0,0,SIERRA LEONE,DDA1,,7/5/2022,N,Y,C000000184,"10,058.19"
50010010004800,COMMERCE AND MORTGAGE BANK (SL,ODA,"1,350.35","1,350.35",0,0.3,0,0,8/12/2021,21001,2022-07-09,GBP,Performing A/c,0,0,SIERRA LEONE,DDA1,,7/5/2022,N,Y,C000000184,"1,350.35"
50017150003544,TAJBANK LIMITED EXPORT DOMICIL,ODA,"915,778.13","915,778.13",0,0.01,0,0,12/10/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000152,"915,778.13"
50017150003582,HERITAGE BANK PLC TRADING ACCO,ODA,"49,984.95","49,984.95",0,0.3,0,0,1/7/2020,21715,2022-07-09,GBP,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000142,"49,984.95"
50017150003605,GLOBUS BANK LIMITED,ODA,"10,980.00","10,980.00",0,0.3,0,0,1/30/2020,21715,2022-07-09,GBP,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000155,"10,980.00"
50017150003612,GLOBUS BANK LIMITED,ODA,"2,665.98","2,665.98",0,0.3,0,0,1/30/2020,21715,2022-07-09,EUR,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000155,"2,665.98"
50010010004855,TECHNOWELL GLOBAL CONCEPT LIMI,ODA,190,190,0,0.01,0,0,9/17/2021,21001,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000195,190
50010500003346,ACCESS MICROFINANCE BANK TANZA,ODA,"2,620.00","2,620.00",0,0.3,0,0,10/30/2019,21715,2022-07-09,EUR,Performing A/c,0.3,0,TANZANIA,DDA1,,7/5/2022,Y,Y,C000000148,"2,620.00"
50010010004879,LOTUS BANK,ODA,"2,120,417.68","2,120,417.68",0,0.01,0,0,9/24/2021,21001,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000196,"2,120,417.68"
50010010004886,LOTUS BANK,ODA,313,313,0,0.3,0,0,9/24/2021,21001,2022-07-09,EUR,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000196,313
50010010004763,OMNIBSIC BANK GHANA LIMITED,ODA,"103,445.29","103,445.29",0,0.01,0,0,8/12/2021,21001,2022-07-09,USD,Performing A/c,0,0,GHANA,DDA1,,7/5/2022,N,Y,C000000194,"103,445.29"
50010010004893,LOTUS BANK,ODA,"8,386.81","8,386.81",0,0.3,0,0,9/24/2021,21001,2022-07-09,GBP,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000196,"8,386.81"
50017150003629,GLOBUS BANK LIMITED WIRE CLEAR,ODA,"1,468,860.46","1,468,860.46",0,0.01,0,0,2/3/2020,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000155,"1,468,860.46"
50010010004954,ACCESS BANK GUINEE SA,ODA,"6,043.41","6,043.41",0,0.3,0,0,10/25/2021,21001,2022-07-09,EUR,Performing A/c,0,0,GUINEA,DDA1,,7/5/2022,N,Y,C000000199,"6,043.41"
50017150003636,GLOBUS BANK LIMITED WIRE CLEAR,ODA,"92,639.32","92,639.32",0,0.3,0,0,2/3/2020,21715,2022-07-09,GBP,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000155,"92,639.32"
50017150003643,GLOBUS BANK LIMITED WIRE CLEAR,ODA,"6,282.00","6,282.00",0,0.3,0,0,2/3/2020,21715,2022-07-09,EUR,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000155,"6,282.00"
50017150003650,MOZA BANCO SA,ODA,"676,597.90","676,597.90",0,0.01,0,0,2/3/2020,21715,2022-07-09,USD,Performing A/c,0.01,0,MOZAMBIQUE,DDA1,,7/5/2022,Y,Y,C000000158,"676,597.90"
50010010004961,ACCESS BANK GUINEE SA,ODA,"473,090.04","473,090.04",0,0.01,0,0,10/25/2021,21001,2022-07-09,USD,Performing A/c,0,0,GUINEA,DDA1,,7/5/2022,N,Y,C000000199,"473,090.04"
50010010004978,ORABANK NIGER,ODA,"11,101.14","11,101.14",0,0.01,0,0,10/25/2021,21001,2022-07-09,USD,Performing A/c,0.01,0,NIGER,DDA1,,7/5/2022,Y,Y,C000000200,"11,101.14"
50010010005012,LOTUS BANK - FOREIGN OPERATING,ODA,"254,616.86","254,616.86",0,0.01,0,0,11/10/2021,21001,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000196,"254,616.86"
50017150003674,NIGERIAN EXPORT IMPORT BANK,ODA,"100,012.04","100,012.04",0,0.01,0,0,2/18/2020,21715,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000159,"100,012.04"
50017150003681,CORONATION MERCHANT- USD WIRE,ODA,"1,214,017.28","1,214,017.28",0,0,0,0,2/19/2020,21715,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,N,C000000109,"1,214,017.28"
50010010005029,LOTUS BANK - PROFIT/CHARGES AC,ODA,"1,205.00","1,205.00",0,0.01,0,0,11/10/2021,21001,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000196,"1,205.00"
50010010005036,LOTUS BANK - NON OIL EXPORT DO,ODA,"397,800.73","397,800.73",0,0.01,0,0,11/10/2021,21001,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,Y,C000000196,"397,800.73"
50010010005067,ZEN GLOBAL DMCC,ODA,"9,990.47","9,990.47",0,0.01,0,0,12/10/2021,21001,2022-07-09,USD,Performing A/c,0.01,0,UNITED ARAB EMIRATES,DDA1,,7/5/2022,Y,Y,C000000201,"9,990.47"
50017150003698,HERITAGE BANK PLC EXPORT PROCE,ODA,"18,592.25","18,592.25",0,0,0,0,2/25/2020,21715,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,N,N,C000000142,"18,592.25"
50010010004947,ORABANK SENEGAL,ODA,"25,616.63","25,616.63",0,0.01,0,0,10/21/2021,21001,2022-07-09,USD,Performing A/c,0.01,0,SENEGAL,DDA1,,7/5/2022,Y,Y,C000000198,"25,616.63"
50017150003704,TITAN BANK MASTERCARD SETTLEME,ODA,"35,307.11","35,307.11",0,0.01,0,0,2/26/2020,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000137,"35,307.11"
50010010004756,ORABANK MALI,ODA,"91,883.91","91,883.91",0,0.01,0,0,8/5/2021,21001,2022-07-09,USD,Performing A/c,0,0,MALI,DDA1,,7/5/2022,N,Y,C000000193,"91,883.91"
50017150003452,TITAN TRUST BANK LIMITED USD T,ODA,"1,673,144.85","1,673,144.85",0,0.01,0,0,12/9/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000137,"1,673,144.85"
50017150003018,FBNQUEST MB EXPORT PROCEED ACC,ODA,631.6,631.6,0,0,0,0,5/22/2019,21715,2022-07-09,USD,Performing A/c,0,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000120,631.6
50017150003049,UNITY BANK PLC,ODA,"245,488.38","245,488.38",0,0.01,0,0,7/3/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000134,"245,488.38"
50017150003070,UNITY BANK PLC,ODA,177.46,177.46,0,0.3,0,0,7/17/2019,21715,2022-07-09,EUR,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000134,177.46
50017150003087,UNITY BANK PLC,ODA,"60,295.16","60,295.16",0,0.3,0,0,7/17/2019,21715,2022-07-09,GBP,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000134,"60,295.16"
50010010004497,COMMERCE AND MORTGAGE BANK (SL,ODA,"43,492.19","43,492.19",0,0.01,0,0,5/3/2021,21001,2022-07-09,USD,Performing A/c,0,0,SIERRA LEONE,DDA1,,7/5/2022,N,Y,C000000184,"43,492.19"
50010010004503,COMPAGNIE GENERALE DE BANQUE P,ODA,"26,906.50","26,906.50",0,0.01,0,0,5/3/2021,21001,2022-07-09,USD,Performing A/c,0,0,RWANDA,DDA1,,7/5/2022,N,Y,C000000187,"26,906.50"
50010010004527,COMPAGNIE GENERALE DE BANQUE P,ODA,"1,207.77","1,207.77",0,0.3,0,0,5/3/2021,21001,2022-07-09,GBP,Performing A/c,0,0,RWANDA,DDA1,,7/5/2022,N,Y,C000000187,"1,207.77"
50010010004534,ACCESS BANK (SL) LIMITED,ODA,"305,642.77","305,642.77",0,0.01,0,0,5/4/2021,21001,2022-07-09,USD,Performing A/c,0,0,SIERRA LEONE,DDA1,,7/5/2022,N,Y,C000000188,"305,642.77"
50017150004046,TAJBANK LIMITED OPERATING ACCO,ODA,"15,435.47","15,435.47",0,0.3,0,0,6/26/2020,21715,2022-07-09,GBP,Performing A/c,0.3,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000152,"15,435.47"
50017150003094,CARL BANK LIMITED,ODA,0.02,0.02,0,0.01,0,0,7/22/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,GHANA,DDA1,,7/5/2022,Y,Y,C000000135,0.02
50017150003117,TITAN TRUST BANK LIMITED,ODA,"626,685.80","626,685.80",0,0.01,0,0,8/6/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000137,"626,685.80"
50017150003285,FIDELITY BANK PLC TRADING ACCO,ODA,"118,439.40","118,439.40",0,0.01,0,0,10/11/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000145,"118,439.40"
50017150003360,HERITAGE BANK PLC TRADING ACCO,ODA,"567,700.12","567,700.12",0,0.01,0,0,11/8/2019,21715,2022-07-09,USD,Performing A/c,0.01,0,NIGERIA,DDA1,,7/5/2022,Y,Y,C000000142,"567,700.12"
